,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,Level1_N,Level1_%,Level2_N,Level2_%,Level3_N,Level3_%,Level4_N,Level4_%,Level3+4_N,Level3+4_%
9134,12X098,JHS 098 HERMAN RIDDER,6,2013,All Students,103,280,53,51.5,42,40.8,6,5.8,2,1.9,8,7.8
9135,12X098,JHS 098 HERMAN RIDDER,6,2014,All Students,65,285,27,41.5,29,44.6,8,12.3,1,1.5,9,13.8
9136,12X098,JHS 098 HERMAN RIDDER,6,2015,All Students,70,278,36,51.4,23,32.9,5,7.1,6,8.6,11,15.7
9137,12X098,JHS 098 HERMAN RIDDER,6,2016,All Students,32,297,11,34.4,10,31.3,7,21.9,4,12.5,11,34.4
9138,12X098,JHS 098 HERMAN RIDDER,6,2017,All Students,47,263,34,72.3,7,14.9,5,10.6,1,2.1,6,12.8
9139,12X098,JHS 098 HERMAN RIDDER,7,2013,All Students,112,281,61,54.5,40,35.7,11,9.8,0,0.0,11,9.8
9140,12X098,JHS 098 HERMAN RIDDER,7,2014,All Students,105,285,57,54.3,35,33.3,12,11.4,1,1.0,13,12.4
9141,12X098,JHS 098 HERMAN RIDDER,7,2015,All Students,62,274,47,75.8,12,19.4,3,4.8,0,0.0,3,4.8
9142,12X098,JHS 098 HERMAN RIDDER,7,2016,All Students,62,284,39,62.9,14,22.6,8,12.9,1,1.6,9,14.5
9143,12X098,JHS 098 HERMAN RIDDER,7,2017,All Students,33,274,25,75.8,6,18.2,1,3.0,1,3.0,2,6.1
9144,12X098,JHS 098 HERMAN RIDDER,8,2013,All Students,135,291,58,43.0,57,42.2,18,13.3,2,1.5,20,14.8
9145,12X098,JHS 098 HERMAN RIDDER,8,2014,All Students,112,299,35,31.3,43,38.4,29,25.9,5,4.5,34,30.4
9146,12X098,JHS 098 HERMAN RIDDER,8,2015,All Students,101,283,43,42.6,48,47.5,8,7.9,2,2.0,10,9.9
9147,12X098,JHS 098 HERMAN RIDDER,8,2016,All Students,57,283,32,56.1,18,31.6,7,12.3,0,0.0,7,12.3
9148,12X098,JHS 098 HERMAN RIDDER,8,2017,All Students,59,285,22,37.3,29,49.2,8,13.6,0,0.0,8,13.6
9149,12X098,JHS 098 HERMAN RIDDER,All Grades,2013,All Students,350,285,172,49.1,139,39.7,35,10.0,4,1.1,39,11.1
9150,12X098,JHS 098 HERMAN RIDDER,All Grades,2014,All Students,282,291,119,42.2,107,37.9,49,17.4,7,2.5,56,19.9
9151,12X098,JHS 098 HERMAN RIDDER,All Grades,2015,All Students,233,279,126,54.1,83,35.6,16,6.9,8,3.4,24,10.3
9152,12X098,JHS 098 HERMAN RIDDER,All Grades,2016,All Students,151,286,82,54.3,42,27.8,22,14.6,5,3.3,27,17.9
9153,12X098,JHS 098 HERMAN RIDDER,All Grades,2017,All Students,139,275,81,58.3,42,30.2,14,10.1,2,1.4,16,11.5
9154,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,6,2013,All Students,157,279,95,60.5,42,26.8,13,8.3,7,4.5,20,12.7
9155,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,6,2014,All Students,152,287,60,39.5,68,44.7,17,11.2,7,4.6,24,15.8
9156,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,6,2015,All Students,196,284,95,48.5,69,35.2,29,14.8,3,1.5,32,16.3
9157,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,6,2016,All Students,155,290,55,35.5,71,45.8,18,11.6,11,7.1,29,18.7
9158,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,6,2017,All Students,170,286,76,44.7,57,33.5,25,14.7,12,7.1,37,21.8
9159,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,7,2013,All Students,156,289,78,50.0,58,37.2,17,10.9,3,1.9,20,12.8
9160,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,7,2014,All Students,164,287,88,53.7,49,29.9,20,12.2,7,4.3,27,16.5
9161,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,7,2015,All Students,149,294,69,46.3,46,30.9,26,17.4,8,5.4,34,22.8
9162,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,7,2016,All Students,176,295,77,43.8,58,33.0,30,17.0,11,6.3,41,23.3
9163,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,7,2017,All Students,141,293,64,45.4,53,37.6,13,9.2,11,7.8,24,17.0
9164,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,8,2013,All Students,165,289,70,42.4,72,43.6,20,12.1,3,1.8,23,13.9
9165,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,8,2014,All Students,144,293,54,37.5,60,41.7,26,18.1,4,2.8,30,20.8
9166,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,8,2015,All Students,145,279,82,56.6,54,37.2,8,5.5,1,0.7,9,6.2
9167,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,8,2016,All Students,149,297,47,31.5,73,49.0,18,12.1,11,7.4,29,19.5
9168,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,8,2017,All Students,176,279,102,58.0,45,25.6,22,12.5,7,4.0,29,16.5
9169,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,All Grades,2013,All Students,478,286,243,50.8,172,36.0,50,10.5,13,2.7,63,13.2
9170,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,All Grades,2014,All Students,460,289,202,43.9,177,38.5,63,13.7,18,3.9,81,17.6
9171,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,All Grades,2015,All Students,490,286,246,50.2,169,34.5,63,12.9,12,2.4,75,15.3
9172,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,All Grades,2016,All Students,480,294,179,37.3,202,42.1,66,13.8,33,6.9,99,20.6
9173,12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,All Grades,2017,All Students,487,286,242,49.7,155,31.8,60,12.3,30,6.2,90,18.5
9174,12X134,PS 134 GEORGE F BRISTOW,3,2013,All Students,98,275,56,57.1,29,29.6,9,9.2,4,4.1,13,13.3
9175,12X134,PS 134 GEORGE F BRISTOW,3,2014,All Students,118,282,56,47.5,46,39.0,14,11.9,2,1.7,16,13.6
9176,12X134,PS 134 GEORGE F BRISTOW,3,2015,All Students,93,288,39,41.9,40,43.0,14,15.1,0,0.0,14,15.1
9177,12X134,PS 134 GEORGE F BRISTOW,3,2016,All Students,93,264,70,75.3,19,20.4,4,4.3,0,0.0,4,4.3
9178,12X134,PS 134 GEORGE F BRISTOW,3,2017,All Students,103,286,47,45.6,34,33.0,12,11.7,10,9.7,22,21.4
9179,12X134,PS 134 GEORGE F BRISTOW,4,2013,All Students,100,281,51,51.0,35,35.0,7,7.0,7,7.0,14,14.0
9180,12X134,PS 134 GEORGE F BRISTOW,4,2014,All Students,92,280,48,52.2,23,25.0,11,12.0,10,10.9,21,22.8
9181,12X134,PS 134 GEORGE F BRISTOW,4,2015,All Students,105,291,38,36.2,37,35.2,22,21.0,8,7.6,30,28.6
9182,12X134,PS 134 GEORGE F BRISTOW,4,2016,All Students,102,286,39,38.2,43,42.2,12,11.8,8,7.8,20,19.6
9183,12X134,PS 134 GEORGE F BRISTOW,4,2017,All Students,90,282,40,44.4,35,38.9,11,12.2,4,4.4,15,16.7
9184,12X134,PS 134 GEORGE F BRISTOW,5,2013,All Students,79,288,46,58.2,21,26.6,10,12.7,2,2.5,12,15.2
9185,12X134,PS 134 GEORGE F BRISTOW,5,2014,All Students,97,288,54,55.7,23,23.7,15,15.5,5,5.2,20,20.6
9186,12X134,PS 134 GEORGE F BRISTOW,5,2015,All Students,77,283,40,51.9,26,33.8,7,9.1,4,5.2,11,14.3
9187,12X134,PS 134 GEORGE F BRISTOW,5,2016,All Students,102,289,50,49.0,37,36.3,11,10.8,4,3.9,15,14.7
9188,12X134,PS 134 GEORGE F BRISTOW,5,2017,All Students,94,267,74,78.7,13,13.8,7,7.4,0,0.0,7,7.4
9189,12X134,PS 134 GEORGE F BRISTOW,All Grades,2013,All Students,277,281,153,55.2,85,30.7,26,9.4,13,4.7,39,14.1
9190,12X134,PS 134 GEORGE F BRISTOW,All Grades,2014,All Students,307,284,158,51.5,92,30.0,40,13.0,17,5.5,57,18.6
9191,12X134,PS 134 GEORGE F BRISTOW,All Grades,2015,All Students,275,288,117,42.5,103,37.5,43,15.6,12,4.4,55,20.0
9192,12X134,PS 134 GEORGE F BRISTOW,All Grades,2016,All Students,297,280,159,53.5,99,33.3,27,9.1,12,4.0,39,13.1
9193,12X134,PS 134 GEORGE F BRISTOW,All Grades,2017,All Students,287,278,161,56.1,82,28.6,30,10.5,14,4.9,44,15.3
9194,12X150,PS 150 CHARLES JAMES FOX,3,2013,All Students,141,285,72,51.1,40,28.4,21,14.9,8,5.7,29,20.6
9195,12X150,PS 150 CHARLES JAMES FOX,3,2014,All Students,143,287,67,46.9,50,35.0,22,15.4,4,2.8,26,18.2
9196,12X150,PS 150 CHARLES JAMES FOX,3,2015,All Students,125,279,64,51.2,47,37.6,12,9.6,2,1.6,14,11.2
9197,12X150,PS 150 CHARLES JAMES FOX,3,2016,All Students,141,290,49,34.8,63,44.7,18,12.8,11,7.8,29,20.6
9198,12X150,PS 150 CHARLES JAMES FOX,3,2017,All Students,141,290,57,40.4,57,40.4,15,10.6,12,8.5,27,19.1
9199,12X150,PS 150 CHARLES JAMES FOX,4,2013,All Students,136,285,58,42.6,60,44.1,15,11.0,3,2.2,18,13.2
9200,12X150,PS 150 CHARLES JAMES FOX,4,2014,All Students,138,287,63,45.7,36,26.1,27,19.6,12,8.7,39,28.3
9201,12X150,PS 150 CHARLES JAMES FOX,4,2015,All Students,156,285,66,42.3,61,39.1,18,11.5,11,7.1,29,18.6
9202,12X150,PS 150 CHARLES JAMES FOX,4,2016,All Students,125,280,68,54.4,35,28.0,19,15.2,3,2.4,22,17.6
9203,12X150,PS 150 CHARLES JAMES FOX,4,2017,All Students,153,284,65,42.5,59,38.6,19,12.4,10,6.5,29,19.0
9204,12X150,PS 150 CHARLES JAMES FOX,5,2013,All Students,136,277,101,74.3,28,20.6,7,5.1,0,0.0,7,5.1
9205,12X150,PS 150 CHARLES JAMES FOX,5,2014,All Students,144,290,71,49.3,54,37.5,14,9.7,5,3.5,19,13.2
9206,12X150,PS 150 CHARLES JAMES FOX,5,2015,All Students,118,280,70,59.3,28,23.7,16,13.6,4,3.4,20,16.9
9207,12X150,PS 150 CHARLES JAMES FOX,5,2016,All Students,140,286,79,56.4,39,27.9,16,11.4,6,4.3,22,15.7
9208,12X150,PS 150 CHARLES JAMES FOX,5,2017,All Students,122,292,58,47.5,34,27.9,20,16.4,10,8.2,30,24.6
9209,12X150,PS 150 CHARLES JAMES FOX,All Grades,2013,All Students,413,282,231,55.9,128,31.0,43,10.4,11,2.7,54,13.1
9210,12X150,PS 150 CHARLES JAMES FOX,All Grades,2014,All Students,425,288,201,47.3,140,32.9,63,14.8,21,4.9,84,19.8
9211,12X150,PS 150 CHARLES JAMES FOX,All Grades,2015,All Students,399,282,200,50.1,136,34.1,46,11.5,17,4.3,63,15.8
9212,12X150,PS 150 CHARLES JAMES FOX,All Grades,2016,All Students,406,285,196,48.3,137,33.7,53,13.1,20,4.9,73,18.0
9213,12X150,PS 150 CHARLES JAMES FOX,All Grades,2017,All Students,416,288,180,43.3,150,36.1,54,13.0,32,7.7,86,20.7
9214,12X190,ESMT IS 190,6,2013,All Students,89,284,46,51.7,36,40.4,5,5.6,2,2.2,7,7.9
9215,12X190,ESMT IS 190,6,2014,All Students,80,289,35,43.8,35,43.8,6,7.5,4,5.0,10,12.5
9216,12X190,ESMT IS 190,6,2015,All Students,71,280,34,47.9,30,42.3,5,7.0,2,2.8,7,9.9
9217,12X190,ESMT IS 190,6,2016,All Students,73,288,29,39.7,31,42.5,11,15.1,2,2.7,13,17.8
9218,12X190,ESMT IS 190,6,2017,All Students,81,279,43,53.1,30,37.0,6,7.4,2,2.5,8,9.9
9219,12X190,ESMT IS 190,7,2013,All Students,78,274,59,75.6,18,23.1,1,1.3,0,0.0,1,1.3
9220,12X190,ESMT IS 190,7,2014,All Students,86,290,47,54.7,33,38.4,6,7.0,0,0.0,6,7.0
9221,12X190,ESMT IS 190,7,2015,All Students,70,285,42,60.0,21,30.0,7,10.0,0,0.0,7,10.0
9222,12X190,ESMT IS 190,7,2016,All Students,73,283,40,54.8,22,30.1,9,12.3,2,2.7,11,15.1
9223,12X190,ESMT IS 190,7,2017,All Students,74,294,29,39.2,31,41.9,12,16.2,2,2.7,14,18.9
9224,12X190,ESMT IS 190,8,2013,All Students,68,290,35,51.5,23,33.8,8,11.8,2,2.9,10,14.7
9225,12X190,ESMT IS 190,8,2014,All Students,52,285,23,44.2,29,55.8,0,0.0,0,0.0,0,0.0
9226,12X190,ESMT IS 190,8,2015,All Students,80,288,40,50.0,28,35.0,11,13.8,1,1.3,12,15.0
9227,12X190,ESMT IS 190,8,2016,All Students,68,282,35,51.5,25,36.8,7,10.3,1,1.5,8,11.8
9228,12X190,ESMT IS 190,8,2017,All Students,64,278,36,56.3,17,26.6,9,14.1,2,3.1,11,17.2
9229,12X190,ESMT IS 190,All Grades,2013,All Students,235,282,140,59.6,77,32.8,14,6.0,4,1.7,18,7.7
9230,12X190,ESMT IS 190,All Grades,2014,All Students,218,288,105,48.2,97,44.5,12,5.5,4,1.8,16,7.3
9231,12X190,ESMT IS 190,All Grades,2015,All Students,221,284,116,52.5,79,35.7,23,10.4,3,1.4,26,11.8
9232,12X190,ESMT IS 190,All Grades,2016,All Students,214,284,104,48.6,78,36.4,27,12.6,5,2.3,32,15.0
9233,12X190,ESMT IS 190,All Grades,2017,All Students,219,284,108,49.3,78,35.6,27,12.3,6,2.7,33,15.1
9234,12X195,PS 195,3,2013,All Students,128,274,78,60.9,44,34.4,5,3.9,1,0.8,6,4.7
9235,12X195,PS 195,3,2014,All Students,133,281,74,55.6,48,36.1,8,6.0,3,2.3,11,8.3
9236,12X195,PS 195,3,2015,All Students,171,275,107,62.6,38,22.2,20,11.7,6,3.5,26,15.2
9237,12X195,PS 195,3,2016,All Students,155,264,107,69.0,37,23.9,8,5.2,3,1.9,11,7.1
9238,12X195,PS 195,3,2017,All Students,150,263,105,70.0,31,20.7,11,7.3,3,2.0,14,9.3
9239,12X195,PS 195,4,2013,All Students,117,274,63,53.8,43,36.8,10,8.5,1,0.9,11,9.4
9240,12X195,PS 195,4,2014,All Students,128,288,54,42.2,48,37.5,18,14.1,8,6.3,26,20.3
9241,12X195,PS 195,4,2015,All Students,133,277,71,53.4,43,32.3,14,10.5,5,3.8,19,14.3
9242,12X195,PS 195,4,2016,All Students,166,266,113,68.1,37,22.3,13,7.8,3,1.8,16,9.6
9243,12X195,PS 195,4,2017,All Students,160,260,115,71.9,34,21.3,10,6.3,1,0.6,11,6.9
9244,12X195,PS 195,5,2013,All Students,116,278,76,65.5,31,26.7,9,7.8,0,0.0,9,7.8
9245,12X195,PS 195,5,2014,All Students,112,279,68,60.7,32,28.6,9,8.0,3,2.7,12,10.7
9246,12X195,PS 195,5,2015,All Students,119,288,65,54.6,39,32.8,14,11.8,1,0.8,15,12.6
9247,12X195,PS 195,5,2016,All Students,117,275,80,68.4,30,25.6,6,5.1,1,0.9,7,6.0
9248,12X195,PS 195,5,2017,All Students,161,270,115,71.4,32,19.9,13,8.1,1,0.6,14,8.7
9249,12X195,PS 195,All Grades,2013,All Students,361,275,217,60.1,118,32.7,24,6.6,2,0.6,26,7.2
9250,12X195,PS 195,All Grades,2014,All Students,373,283,196,52.5,128,34.3,35,9.4,14,3.8,49,13.1
9251,12X195,PS 195,All Grades,2015,All Students,423,279,243,57.4,120,28.4,48,11.3,12,2.8,60,14.2
9252,12X195,PS 195,All Grades,2016,All Students,438,268,300,68.5,104,23.7,27,6.2,7,1.6,34,7.8
9253,12X195,PS 195,All Grades,2017,All Students,471,264,335,71.1,97,20.6,34,7.2,5,1.1,39,8.3
9254,12X196,PS 196,3,2013,All Students,124,308,24,19.4,47,37.9,32,25.8,21,16.9,53,42.7
9255,12X196,PS 196,3,2014,All Students,154,286,70,45.5,51,33.1,26,16.9,7,4.5,33,21.4
9256,12X196,PS 196,3,2015,All Students,132,289,59,44.7,43,32.6,19,14.4,11,8.3,30,22.7
9257,12X196,PS 196,3,2016,All Students,168,276,100,59.5,44,26.2,18,10.7,6,3.6,24,14.3
9258,12X196,PS 196,3,2017,All Students,160,283,82,51.3,47,29.4,25,15.6,6,3.8,31,19.4
9259,12X196,PS 196,4,2013,All Students,148,287,59,39.9,72,48.6,17,11.5,0,0.0,17,11.5
9260,12X196,PS 196,4,2014,All Students,127,305,30,23.6,51,40.2,24,18.9,22,17.3,46,36.2
9261,12X196,PS 196,4,2015,All Students,145,289,60,41.4,49,33.8,28,19.3,8,5.5,36,24.8
9262,12X196,PS 196,4,2016,All Students,130,289,58,44.6,39,30.0,21,16.2,12,9.2,33,25.4
9263,12X196,PS 196,4,2017,All Students,172,277,97,56.4,49,28.5,16,9.3,10,5.8,26,15.1
9264,12X196,PS 196,5,2013,All Students,145,275,93,64.1,42,29.0,9,6.2,1,0.7,10,6.9
9265,12X196,PS 196,5,2014,All Students,151,292,72,47.7,44,29.1,33,21.9,2,1.3,35,23.2
9266,12X196,PS 196,5,2015,All Students,127,288,61,48.0,42,33.1,17,13.4,7,5.5,24,18.9
9267,12X196,PS 196,5,2016,All Students,154,289,87,56.5,35,22.7,27,17.5,5,3.2,32,20.8
9268,12X196,PS 196,5,2017,All Students,132,271,98,74.2,23,17.4,11,8.3,0,0.0,11,8.3
9269,12X196,PS 196,All Grades,2013,All Students,417,289,176,42.2,161,38.6,58,13.9,22,5.3,80,19.2
9270,12X196,PS 196,All Grades,2014,All Students,432,294,172,39.8,146,33.8,83,19.2,31,7.2,114,26.4
9271,12X196,PS 196,All Grades,2015,All Students,404,289,180,44.6,134,33.2,64,15.8,26,6.4,90,22.3
9272,12X196,PS 196,All Grades,2016,All Students,452,284,245,54.2,118,26.1,66,14.6,23,5.1,89,19.7
9273,12X196,PS 196,All Grades,2017,All Students,464,277,277,59.7,119,25.6,52,11.2,16,3.4,68,14.7
9274,12X211,PS 211,3,2013,All Students,42,275,27,64.3,10,23.8,3,7.1,2,4.8,5,11.9
9275,12X211,PS 211,3,2014,All Students,54,281,29,53.7,17,31.5,7,13.0,1,1.9,8,14.8
9276,12X211,PS 211,3,2015,All Students,50,273,32,64.0,12,24.0,3,6.0,3,6.0,6,12.0
9277,12X211,PS 211,3,2016,All Students,48,280,25,52.1,12,25.0,8,16.7,3,6.3,11,22.9
9278,12X211,PS 211,3,2017,All Students,51,287,23,45.1,13,25.5,11,21.6,4,7.8,15,29.4
9279,12X211,PS 211,4,2013,All Students,35,263,30,85.7,5,14.3,0,0.0,0,0.0,0,0.0
9280,12X211,PS 211,4,2014,All Students,40,263,33,82.5,7,17.5,0,0.0,0,0.0,0,0.0
9281,12X211,PS 211,4,2015,All Students,56,259,41,73.2,11,19.6,4,7.1,0,0.0,4,7.1
9282,12X211,PS 211,4,2016,All Students,40,270,25,62.5,10,25.0,3,7.5,2,5.0,5,12.5
9283,12X211,PS 211,4,2017,All Students,46,275,24,52.2,17,37.0,4,8.7,1,2.2,5,10.9
9284,12X211,PS 211,5,2013,All Students,63,269,48,76.2,12,19.0,3,4.8,0,0.0,3,4.8
9285,12X211,PS 211,5,2014,All Students,34,269,25,73.5,9,26.5,0,0.0,0,0.0,0,0.0
9286,12X211,PS 211,5,2015,All Students,40,277,29,72.5,9,22.5,2,5.0,0,0.0,2,5.0
9287,12X211,PS 211,5,2016,All Students,58,267,44,75.9,13,22.4,1,1.7,0,0.0,1,1.7
9288,12X211,PS 211,5,2017,All Students,40,271,28,70.0,8,20.0,4,10.0,0,0.0,4,10.0
9289,12X211,PS 211,6,2013,All Students,74,277,40,54.1,29,39.2,5,6.8,0,0.0,5,6.8
9290,12X211,PS 211,6,2014,All Students,88,283,43,48.9,33,37.5,9,10.2,3,3.4,12,13.6
9291,12X211,PS 211,6,2015,All Students,54,289,20,37.0,21,38.9,10,18.5,3,5.6,13,24.1
9292,12X211,PS 211,6,2016,All Students,63,282,25,39.7,32,50.8,4,6.3,2,3.2,6,9.5
9293,12X211,PS 211,6,2017,All Students,69,277,38,55.1,27,39.1,3,4.3,1,1.4,4,5.8
9294,12X211,PS 211,7,2013,All Students,98,269,77,78.6,15,15.3,6,6.1,0,0.0,6,6.1
9295,12X211,PS 211,7,2014,All Students,83,285,44,53.0,27,32.5,12,14.5,0,0.0,12,14.5
9296,12X211,PS 211,7,2015,All Students,87,295,37,42.5,25,28.7,19,21.8,6,6.9,25,28.7
9297,12X211,PS 211,7,2016,All Students,57,296,22,38.6,19,33.3,14,24.6,2,3.5,16,28.1
9298,12X211,PS 211,8,2013,All Students,98,304,28,28.6,31,31.6,29,29.6,10,10.2,39,39.8
9299,12X211,PS 211,8,2014,All Students,74,287,35,47.3,28,37.8,8,10.8,3,4.1,11,14.9
9300,12X211,PS 211,8,2015,All Students,76,303,22,28.9,27,35.5,18,23.7,9,11.8,27,35.5
9301,12X211,PS 211,8,2016,All Students,94,309,26,27.7,33,35.1,15,16.0,20,21.3,35,37.2
9302,12X211,PS 211,8,2017,All Students,70,304,16,22.9,32,45.7,17,24.3,5,7.1,22,31.4
9303,12X211,PS 211,All Grades,2013,All Students,410,279,250,61.0,102,24.9,46,11.2,12,2.9,58,14.1
9304,12X211,PS 211,All Grades,2014,All Students,373,281,209,56.0,121,32.4,36,9.7,7,1.9,43,11.5
9305,12X211,PS 211,All Grades,2015,All Students,363,285,181,49.9,105,28.9,56,15.4,21,5.8,77,21.2
9306,12X211,PS 211,All Grades,2016,All Students,360,287,167,46.4,119,33.1,45,12.5,29,8.1,74,20.6
9307,12X211,PS 211,All Grades,2017,All Students,353,286,166,47.0,125,35.4,46,13.0,16,4.5,62,17.6
9308,12X212,PS 212,3,2013,All Students,44,272,29,65.9,11,25.0,3,6.8,1,2.3,4,9.1
9309,12X212,PS 212,3,2014,All Students,43,265,33,76.7,8,18.6,2,4.7,0,0.0,2,4.7
9310,12X212,PS 212,3,2015,All Students,42,278,27,64.3,11,26.2,3,7.1,1,2.4,4,9.5
9311,12X212,PS 212,3,2016,All Students,28,290,7,25.0,14,50.0,6,21.4,1,3.6,7,25.0
9312,12X212,PS 212,3,2017,All Students,33,283,17,51.5,9,27.3,6,18.2,1,3.0,7,21.2
9313,12X212,PS 212,4,2013,All Students,37,273,26,70.3,9,24.3,2,5.4,0,0.0,2,5.4
9314,12X212,PS 212,4,2014,All Students,42,266,30,71.4,10,23.8,1,2.4,1,2.4,2,4.8
9315,12X212,PS 212,4,2015,All Students,39,281,20,51.3,14,35.9,5,12.8,0,0.0,5,12.8
9316,12X212,PS 212,4,2016,All Students,39,269,25,64.1,11,28.2,2,5.1,1,2.6,3,7.7
9317,12X212,PS 212,4,2017,All Students,23,278,12,52.2,9,39.1,1,4.3,1,4.3,2,8.7
9318,12X212,PS 212,5,2013,All Students,32,264,28,87.5,3,9.4,1,3.1,0,0.0,1,3.1
9319,12X212,PS 212,5,2014,All Students,34,291,12,35.3,16,47.1,6,17.6,0,0.0,6,17.6
9320,12X212,PS 212,5,2015,All Students,35,292,21,60.0,9,25.7,3,8.6,2,5.7,5,14.3
9321,12X212,PS 212,5,2016,All Students,35,288,18,51.4,11,31.4,6,17.1,0,0.0,6,17.1
9322,12X212,PS 212,5,2017,All Students,40,286,24,60.0,8,20.0,6,15.0,2,5.0,8,20.0
9323,12X212,PS 212,6,2013,All Students,68,280,36,52.9,25,36.8,7,10.3,0,0.0,7,10.3
9324,12X212,PS 212,6,2014,All Students,53,252,43,81.1,9,17.0,1,1.9,0,0.0,1,1.9
9325,12X212,PS 212,6,2015,All Students,51,299,14,27.5,19,37.3,12,23.5,6,11.8,18,35.3
9326,12X212,PS 212,6,2016,All Students,55,275,32,58.2,18,32.7,4,7.3,1,1.8,5,9.1
9327,12X212,PS 212,6,2017,All Students,54,282,28,51.9,19,35.2,7,13.0,0,0.0,7,13.0
9328,12X212,PS 212,7,2013,All Students,53,262,46,86.8,7,13.2,0,0.0,0,0.0,0,0.0
9329,12X212,PS 212,7,2014,All Students,68,278,49,72.1,17,25.0,2,2.9,0,0.0,2,2.9
9330,12X212,PS 212,7,2015,All Students,57,272,43,75.4,11,19.3,3,5.3,0,0.0,3,5.3
9331,12X212,PS 212,7,2016,All Students,61,292,28,45.9,21,34.4,10,16.4,2,3.3,12,19.7
9332,12X212,PS 212,7,2017,All Students,52,281,31,59.6,17,32.7,4,7.7,0,0.0,4,7.7
9333,12X212,PS 212,8,2013,All Students,62,273,37,59.7,19,30.6,6,9.7,0,0.0,6,9.7
9334,12X212,PS 212,8,2014,All Students,49,270,33,67.3,15,30.6,1,2.0,0,0.0,1,2.0
9335,12X212,PS 212,8,2015,All Students,62,300,14,22.6,37,59.7,10,16.1,1,1.6,11,17.7
9336,12X212,PS 212,8,2016,All Students,57,267,40,70.2,15,26.3,1,1.8,1,1.8,2,3.5
9337,12X212,PS 212,8,2017,All Students,57,300,13,22.8,32,56.1,11,19.3,1,1.8,12,21.1
9338,12X212,PS 212,All Grades,2013,All Students,296,272,202,68.2,74,25.0,19,6.4,1,0.3,20,6.8
9339,12X212,PS 212,All Grades,2014,All Students,289,270,200,69.2,75,26.0,13,4.5,1,0.3,14,4.8
9340,12X212,PS 212,All Grades,2015,All Students,286,287,139,48.6,101,35.3,36,12.6,10,3.5,46,16.1
9341,12X212,PS 212,All Grades,2016,All Students,275,279,150,54.5,90,32.7,29,10.5,6,2.2,35,12.7
9342,12X212,PS 212,All Grades,2017,All Students,259,286,125,48.3,94,36.3,35,13.5,5,1.9,40,15.4
9343,12X214,PS 214,3,2013,All Students,74,284,38,51.4,25,33.8,1,1.4,10,13.5,11,14.9
9344,12X214,PS 214,3,2014,All Students,88,290,43,48.9,21,23.9,17,19.3,7,8.0,24,27.3
9345,12X214,PS 214,3,2015,All Students,74,287,36,48.6,23,31.1,8,10.8,7,9.5,15,20.3
9346,12X214,PS 214,3,2016,All Students,93,278,56,60.2,21,22.6,12,12.9,4,4.3,16,17.2
9347,12X214,PS 214,3,2017,All Students,93,302,32,34.4,26,28.0,16,17.2,19,20.4,35,37.6
9348,12X214,PS 214,4,2013,All Students,63,305,12,19.0,25,39.7,19,30.2,7,11.1,26,41.3
9349,12X214,PS 214,4,2014,All Students,67,286,36,53.7,16,23.9,6,9.0,9,13.4,15,22.4
9350,12X214,PS 214,4,2015,All Students,91,282,48,52.7,20,22.0,13,14.3,10,11.0,23,25.3
9351,12X214,PS 214,4,2016,All Students,70,295,23,32.9,23,32.9,16,22.9,8,11.4,24,34.3
9352,12X214,PS 214,4,2017,All Students,78,276,45,57.7,24,30.8,5,6.4,4,5.1,9,11.5
9353,12X214,PS 214,5,2013,All Students,79,288,46,58.2,18,22.8,11,13.9,4,5.1,15,19.0
9354,12X214,PS 214,5,2014,All Students,65,290,32,49.2,13,20.0,14,21.5,6,9.2,20,30.8
9355,12X214,PS 214,5,2015,All Students,67,282,43,64.2,12,17.9,9,13.4,3,4.5,12,17.9
9356,12X214,PS 214,5,2016,All Students,90,291,43,47.8,26,28.9,13,14.4,8,8.9,21,23.3
